"","x"
"theta1",5.14731298663278
"theta2",1.80885876736026
"theta3",0.458197363365742
"theta4",-0.195880640874125
"theta5",0.437225776977988
"theta6",0.546477118908768
"theta7",0.469984810265507
"theta8",0.217811831321076
"theta9",-0.44215496972102
"theta10",0.288088535263564
"theta11",-0.19227653772989
"theta12",0.348179967717061
"theta13",-1.16027026407922
"theta14",0.116316483780785
"theta15",-0.206271354504921
"betaHat1",-1.18060544179967
"betaHat2",-0.105381833197845
"betaHat3",-0.263578805581207
"betaHat4",-1.84659793087949
"betaHat5",-0.093020217362737
"betaHat6",0.0707144316999325
"f1Hat1",0.0567587254325518
"f1Hat2",-0.0360145717440731
"f1Hat3",-0.128728667132472
"f1Hat4",-0.218127808395286
"f1Hat5",-0.302037930518687
"f1Hat6",-0.380507144181711
"f1Hat7",-0.45379351802511
"f1Hat8",-0.519790621410755
"f1Hat9",-0.574069457316525
"f1Hat10",-0.614252937683719
"f1Hat11",-0.640957016780156
"f1Hat12",-0.654372524109253
"f1Hat13",-0.656514726792911
"f1Hat14",-0.650570589564304
"f1Hat15",-0.640320760333769
"f1Hat16",-0.627820839764276
"f1Hat17",-0.61326732853003
"f1Hat18",-0.597455595859958
"f1Hat19",-0.580429622116708
"f1Hat20",-0.559446297442631
"f1Hat21",-0.53070822181564
"f1Hat22",-0.492756701748016
"f1Hat23",-0.443967487428011
"f1Hat24",-0.383038852343096
"f1Hat25",-0.310444830695273
"f1Hat26",-0.228995688075148
"f1Hat27",-0.140821866008362
"f1Hat28",-0.0460124403275007
"f1Hat29",0.0547257146568237
"f1Hat30",0.159877705661356
"f1Hat31",0.26807991633181
"f1Hat32",0.378612011899347
"f1Hat33",0.489647687517039
"f1Hat34",0.599572335461396
"f1Hat35",0.708825338424829
"f1Hat36",0.818005791434362
"f1Hat37",0.927628059515453
"f1Hat38",1.03603341068953
"f1Hat39",1.13754007954187
"f1Hat40",1.22667709627517
"f1Hat41",1.3007885087838
"f1Hat42",1.35905047365212
"f1Hat43",1.40170017164034
"f1Hat44",1.43094184650972
"f1Hat45",1.45016676933704
"f1Hat46",1.45916722393952
"f1Hat47",1.45609898641253
"f1Hat48",1.44070250674191
"f1Hat49",1.41353779663699
"f1Hat50",1.37384322987852
"f1Hat51",1.32037032912071
"f1Hat52",1.25328132878595
"f1Hat53",1.17391786072795
"f1Hat54",1.08365466525623
"f1Hat55",0.984892782889806
"f1Hat56",0.881540010159384
"f2Hat1",2.83644985543933
"f2Hat2",2.83588618108319
"f2Hat3",2.83545161646835
"f2Hat4",2.83612197200125
"f2Hat5",2.83875209281868
"f2Hat6",2.84396289575134
"f2Hat7",2.85163602903357
"f2Hat8",2.86123868592303
"f2Hat9",2.87279040639502
"f2Hat10",2.88730845938118
"f2Hat11",2.90626276677543
"f2Hat12",2.93126397420991
"f2Hat13",2.96372557449913
"f2Hat14",3.00420939017515
"f2Hat15",3.05222760129992
"f2Hat16",3.10711777329322
"f2Hat17",3.16776761682535
"f2Hat18",3.23277791490119
"f2Hat19",3.30021668575387
"f2Hat20",3.36819112866642
"f2Hat21",3.43455144982246
"f2Hat22",3.4968157452372
"f2Hat23",3.55303786442503
"f2Hat24",3.60129511900454
"f2Hat25",3.63965313683785
"f2Hat26",3.66701585249022
"f2Hat27",3.68333584296104
"f2Hat28",3.68959555791626
"f2Hat29",3.68701049760211
"f2Hat30",3.67694815980369
"f2Hat31",3.66108949930307
"f2Hat32",3.64118808379708
"f2Hat33",3.61921959004775
"f2Hat34",3.59734117652109
"f2Hat35",3.57790908660482
"f2Hat36",3.56275655871221
"f2Hat37",3.55232210250748
"f2Hat38",3.54642221260855
"f2Hat39",3.54475232983161
"f2Hat40",3.54703221274087
"f2Hat41",3.55284805087968
"f2Hat42",3.56128363035409
"f2Hat43",3.57096028528611
"f2Hat44",3.58013048083675
"f2Hat45",3.58747444413936
"f2Hat46",3.59197418202851
"f2Hat47",3.59263908103447
"f2Hat48",3.58817677610684
"f2Hat49",3.57706146318204
"f2Hat50",3.55816448897126
"f2Hat51",3.53101166295956
"f2Hat52",3.49569475604614
"f2Hat53",3.45305011714505
"f2Hat54",3.40437905292388
"f2Hat55",3.3513576264643
"f2Hat56",3.29609280725319
"sdBeta1",2.32991126820617
"sdBeta2",0.366792783461189
"sdBeta3",0.263489761186297
"sdBeta4",2.1599516036763
"sdBeta5",0.339964708995431
"sdBeta6",0.244325455049101
"sdF11",0.184531343732554
"sdF12",0.178749725480199
"sdF13",0.173980512485594
"sdF14",0.170292860375566
"sdF15",0.167663869724957
"sdF16",0.165981451818231
"sdF17",0.165072698593732
"sdF18",0.164744537369921
"sdF19",0.164814444698703
"sdF110",0.165134128086838
"sdF111",0.165590324878895
"sdF112",0.166106533073533
"sdF113",0.166633654968379
"sdF114",0.167147734339375
"sdF115",0.167634959826527
"sdF116",0.168091894401048
"sdF117",0.168523187291221
"sdF118",0.168933289265065
"sdF119",0.169326349885198
"sdF120",0.169705431194336
"sdF121",0.170075206724726
"sdF122",0.170438578813319
"sdF123",0.170796533838987
"sdF124",0.171148535171411
"sdF125",0.171493863187635
"sdF126",0.171830447413942
"sdF127",0.172158406948468
"sdF128",0.172476638653241
"sdF129",0.172784573927343
"sdF130",0.173080526588546
"sdF131",0.173364541579398
"sdF132",0.17363536433744
"sdF133",0.173892136256359
"sdF134",0.174132455418988
"sdF135",0.17435467663731
"sdF136",0.174557124750261
"sdF137",0.174738181321937
"sdF138",0.174896558191469
"sdF139",0.175032040870263
"sdF140",0.17513964484337
"sdF141",0.175213005678393
"sdF142",0.175247005397298
"sdF143",0.175242908327421
"sdF144",0.175207380811504
"sdF145",0.175151150496621
"sdF146",0.175101128009886
"sdF147",0.175096211806486
"sdF148",0.175196609586828
"sdF149",0.17548741068785
"sdF150",0.176089266415012
"sdF151",0.177152643378384
"sdF152",0.178851327846284
"sdF153",0.181360571527486
"sdF154",0.184832779377929
"sdF155",0.189360682325362
"sdF156",0.194955340101428
"sdF21",0.168349324503194
"sdF22",0.16322830732172
"sdF23",0.159081431446576
"sdF24",0.155967508385118
"sdF25",0.153841251904259
"sdF26",0.152563453343764
"sdF27",0.151939190664491
"sdF28",0.151766192053832
"sdF29",0.151867199506342
"sdF210",0.152111450108176
"sdF211",0.15240918617844
"sdF212",0.152709120480602
"sdF213",0.152984970642469
"sdF214",0.153231710884158
"sdF215",0.153448674148873
"sdF216",0.15364104870769
"sdF217",0.153818675363371
"sdF218",0.153987449321075
"sdF219",0.154150443803999
"sdF220",0.154308223957921
"sdF221",0.154462986850813
"sdF222",0.1546151116662
"sdF223",0.154763116390858
"sdF224",0.154904383448376
"sdF225",0.155036664623091
"sdF226",0.155156544311882
"sdF227",0.155263919735703
"sdF228",0.155357811285711
"sdF229",0.155438222823815
"sdF230",0.155504042648922
"sdF231",0.155556371952467
"sdF232",0.155595077061427
"sdF233",0.15562104526057
"sdF234",0.155633603443552
"sdF235",0.155633185101109
"sdF236",0.155620420238086
"sdF237",0.155596334752996
"sdF238",0.155563019005826
"sdF239",0.155524211583755
"sdF240",0.155477369419554
"sdF241",0.155416876027942
"sdF242",0.155335820115691
"sdF243",0.155231048391295
"sdF244",0.155100177187728
"sdF245",0.154937452119839
"sdF246",0.154746279104973
"sdF247",0.15453389069364
"sdF248",0.154323336604804
"sdF249",0.154160430278859
"sdF250",0.154132377451827
"sdF251",0.154369034550555
"sdF252",0.155043616859212
"sdF253",0.156353460493561
"sdF254",0.158493166156064
"sdF255",0.161604357456194
"sdF256",0.165738144461003
"capConv",8
"loglik",-216.451052811745
"AICc",465.308075772744
"AIC",464.90210562349
"b1",0.416896596891767
"b2",0.301294818943839
"b3",0.178901796718297
"b4",-0.0525493719062929
"b5",-0.19769076866054
"b6",-0.133168537904415
"b7",0.200782739522228
"b8",-0.190800355998578
"b9",0.00224366197138518
"b10",0.0507469551026595
"b11",0.460548098016513
