"","x"
"theta1",4.90272015298244
"theta2",1.66505756604776
"theta3",0.830317763477139
"theta4",-0.228825299988906
"theta5",0.58974567114251
"theta6",0.692444289828227
"theta7",0.55236197314764
"theta8",0.313677687008152
"theta9",0.0999933201207899
"betaHat1",-1.36704808079539
"betaHat2",-0.0731546357314973
"betaHat3",-0.301961761196669
"betaHat4",-0.853634104920061
"betaHat5",0.000205711845072842
"betaHat6",0.0314565917133987
"f1Hat1",0.0497833432390664
"f1Hat2",-0.03954250859037
"f1Hat3",-0.129099302885909
"f1Hat4",-0.215918525363328
"f1Hat5",-0.297818621472332
"f1Hat6",-0.374585416157762
"f1Hat7",-0.446173855182796
"f1Hat8",-0.510657699455729
"f1Hat9",-0.564128998398983
"f1Hat10",-0.604203539816142
"f1Hat11",-0.631121807956724
"f1Hat12",-0.644855531561179
"f1Hat13",-0.647386538093047
"f1Hat14",-0.641855930323897
"f1Hat15",-0.631940770575826
"f1Hat16",-0.61969174621305
"f1Hat17",-0.605323340080106
"f1Hat18",-0.589753967251244
"f1Hat19",-0.572963848481806
"f1Hat20",-0.552730031584134
"f1Hat21",-0.525501013675723
"f1Hat22",-0.489559290526205
"f1Hat23",-0.44328841631368
"f1Hat24",-0.385428695502873
"f1Hat25",-0.3162211861473
"f1Hat26",-0.237819201885538
"f1Hat27",-0.151879367840391
"f1Hat28",-0.0587112002897053
"f1Hat29",0.0405143102389598
"f1Hat30",0.144347840423659
"f1Hat31",0.251699489592135
"f1Hat32",0.362633603434695
"f1Hat33",0.475216477238769
"f1Hat34",0.587939653165204
"f1Hat35",0.700947860231221
"f1Hat36",0.814737655701041
"f1Hat37",0.929796040933105
"f1Hat38",1.0438994185767
"f1Hat39",1.15077432967778
"f1Hat40",1.24498405986474
"f1Hat41",1.32364739542003
"f1Hat42",1.38606751126816
"f1Hat43",1.43255046169676
"f1Hat44",1.4651022708353
"f1Hat45",1.48658067159476
"f1Hat46",1.49674275144299
"f1Hat47",1.49410544085207
"f1Hat48",1.4786279463632
"f1Hat49",1.45084589992329
