"","x"
"theta1",0.48788930529171
"theta2",0.749686724663235
"theta3",0.911722794909285
"theta4",0.0809304328411251
"theta5",-1.20674838628216
"theta6",1.32482221502424
"theta7",-0.373745628675556
"betaHat",1.03891201489779
"fHat1",-0.71170424207304
"fHat2",0.448613538425121
"fHat3",1.51438405579083
"fHat4",2.21267387790411
"fHat5",2.77665734984679
"fHat6",3.18146455970802
"fHat7",3.36740737888974
"fHat8",3.29694800356798
"fHat9",3.09697008038877
"fHat10",2.61267625115205
"fHat11",1.53405711785072
"fHat12",0.396227162181358
"fHat13",-0.666892207598138
"fHat14",-1.57709396812146
"fHat15",-2.62771864675282
"fHat16",-3.8329062519792
"fHat17",-4.84429702858138
"fHat18",-5.64190809952487
"fHat19",-6.19586662784237
"fHat20",-6.54759486825971
"fHat21",-6.64980515334806
"fHat22",-6.43692907850224
"fHat23",-6.27987973514758
"fHat24",-5.57958113232981
"fHat25",-4.57864784341435
"fHat26",-3.64647273490714
"fHat27",-2.59391242899051
"fHat28",-1.59078454194078
"sdBeta",0.0228278988029529
"sdF1",0.789009706581886
"sdF2",0.778664859657192
"sdF3",0.774471760144064
"sdF4",0.770404815545681
"sdF5",0.76878037289811
"sdF6",0.768465104282878
"sdF7",0.768431552609489
"sdF8",0.768429300901308
"sdF9",0.768429178340996
"sdF10",0.76842917207987
"sdF11",0.768429171789085
"sdF12",0.768429171776251
"sdF13",0.768429171775699
"sdF14",0.768429171775677
"sdF15",0.768429171775676
"sdF16",0.768429171775676
"sdF17",0.768429171775676
"sdF18",0.768429171775676
"sdF19",0.768429171775694
"sdF20",0.768429171775641
"sdF21",0.768429171789107
"sdF22",0.768429171722751
"sdF23",0.768429179623126
"sdF24",0.768429155927139
"sdF25",0.768432582420877
"sdF26",0.768439164617631
"sdF27",0.769351371923936
"sdF28",0.774186001809954
"biasBeta",-3.73399228204008e-15
"biasF1",0.00586161092762993
"biasF2",-0.00303513674886063
"biasF3",-0.000911395474441561
"biasF4",-0.000288274364025301
"biasF5",-0.000341958755166995
"biasF6",-0.000378648775070746
"biasF7",-0.0003854524646799
"biasF8",-0.000375495855803952
"biasF9",-0.000347114574502136
"biasF10",-0.000301219430797618
"biasF11",-0.00024021101165269
"biasF12",-0.000167161751424325
"biasF13",-8.57303984063626e-05
"biasF14",-4.20344314910892e-12
"biasF15",8.57303860128736e-05
"biasF16",0.00016716188805635
"biasF17",0.000240211181596964
"biasF18",0.000301215389974338
"biasF19",0.000347115635058882
"biasF20",0.000375606758205527
"biasF21",0.00038526159436756
"biasF22",0.000375692055255381
"biasF23",0.000347198691352753
"biasF24",0.000298794520892626
"biasF25",0.000241357156388067
"biasF26",0.000232883147918014
"biasF27",-4.03127555077612e-05
"biasF28",-0.00164823783537995
"capConv",2
